evidence_id,authority,title,url,accessed_date
TFF_2023_WITHDRAWALS,TFF,Yonetim Kurulu Kararlari - 10.02.2023 tarihli 55 sayili toplanti,https://www.tff.org/default.aspx?ftxtID=39572&pageID=285,2026-08-08
TFF_2023_WITHDRAWAL_CLUBS,TFF,Yonetim Kurulu Kararlari - Hatayspor and Gaziantep withdrawal confirmation,https://www.tff.org/default.aspx?ftxtID=39836&pageID=285,2026-08-08
TFF_2023_ISTANBULSPOR_PFDK,TFF,PFDK Kararlari - 23.12.2023,https://www.tff.org/default.aspx?ftxtID=43023&pageID=246,2026-08-08
TFF_2025_ADANA_PFDK,TFF,PFDK Kararlari - 13.02.2025,https://www.tff.org/default.aspx?ftxtID=46746&pageID=246,2026-08-08
TFF_2021_ADANA_MATCH,TFF,Adana Demirspor - Fenerbahce match detail - 15.08.2021,https://www.tff.org/Default.aspx?macId=222919&pageID=29,2026-08-08
TFF_2018_WEEK1,TFF,2018-2019 Super Lig week 1 fixture and table,https://www.tff.org/Default.aspx?hafta=1&pageID=1467,2026-08-08
TFF_2020_WEEK1,TFF,2020-2021 Super Lig week 1 fixture and table,https://www.tff.org/Default.aspx?hafta=1&pageID=1529,2026-08-08
TFF_2019_WEEK1,TFF,2019-2020 Super Lig week 1 fixture and table,https://www.tff.org/Default.aspx?hafta=1&pageID=1501,2026-08-08
ERZURUM_2025_RENAME,Erzurumspor FK,Club president statement confirming the name change,https://erzurumsporfk.org/2025/09/01/kulup-baskanimiz-ahmet-dalin-tesekkur-mesaji/,2026-08-08
