season,snapshot_id,raw_path,source_url,captured_at,acquisition_run_url,artifact_name,artifact_digest,sha256,bytes,row_count,date_min,date_max
2026-27,20260913T192813Z_d208797586a0,data/raw/football_data/2026-27__20260913T192813Z__d208797586a0.csv,https://www.football-data.co.uk/mmz4281/2627/T1.csv,2026-09-13T19:28:13Z,https://github.com/Introspectation/AI_SuperLig/actions/runs/34777775161,football-data-superlig-2017-2027,sha256:f5f323a34753f869e959d633e9f2948180a177b7bf150ddc9996369f81f5970e,d208797586a0def53b07a21ea6fcd00d3c272d45e45184931d0811392058668d,17450,36,2026-08-14,2026-09-07
