season,week,date,kickoff_time,home_team_tff,away_team_tff,home_goals,away_goals,tff_match_id,source_url
2017-18,22,2018-02-18,16:00,TRABZONSPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,0,1,180532,https://www.tff.org/Default.aspx?hafta=22&pageID=1440
2017-18,22,2018-02-18,19:00,KASIMPAŞA A.Ş.,GALATASARAY A.Ş.,2,1,180524,https://www.tff.org/Default.aspx?hafta=22&pageID=1440
2017-18,22,2018-02-19,20:00,GENÇLERBİRLİĞİ,GÖZTEPE A.Ş.,3,0,180527,https://www.tff.org/Default.aspx?hafta=22&pageID=1440
2017-18,23,2018-02-23,20:00,GALATASARAY A.Ş.,BURSASPOR,5,0,180537,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-23,20:00,TELESET MOBİLYA AKHİSARSPOR,ATİKER KONYASPOR,3,0,180541,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-24,16:00,KAYSERİSPOR,KASIMPAŞA A.Ş.,3,2,180538,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-24,19:00,AYTEMİZ ALANYASPOR,TRABZONSPOR A.Ş.,1,2,180540,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-25,13:30,OSMANLISPOR FUTBOL KULÜBÜ,ANTALYASPOR A.Ş.,0,0,180533,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-25,13:30,EVKUR YENİ MALATYASPOR,KARDEMİR KARABÜKSPOR,3,1,180536,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-25,16:00,GÖZTEPE A.Ş.,DEMİR GRUP SİVASSPOR,1,0,180534,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-25,19:00,BEŞİKTAŞ A.Ş.,FENERBAHÇE A.Ş.,3,1,180535,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,23,2018-02-26,20:00,MEDİPOL BAŞAKŞEHİR FK,GENÇLERBİRLİĞİ,1,1,180539,https://www.tff.org/Default.aspx?hafta=23&pageID=1440
2017-18,24,2018-03-02,20:00,BURSASPOR,KAYSERİSPOR,1,0,180549,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-03,13:30,KASIMPAŞA A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,1,1,180548,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-03,16:00,MEDİPOL BAŞAKŞEHİR FK,GÖZTEPE A.Ş.,2,0,180550,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-03,19:00,KARDEMİR KARABÜKSPOR,GALATASARAY A.Ş.,0,7,180542,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-04,13:30,GENÇLERBİRLİĞİ,AYTEMİZ ALANYASPOR,0,1,180547,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-04,16:00,ATİKER KONYASPOR,EVKUR YENİ MALATYASPOR,0,1,180545,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-04,19:00,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,1,4,180544,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-04,19:00,FENERBAHÇE A.Ş.,TELESET MOBİLYA AKHİSARSPOR,2,3,180546,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,24,2018-03-05,20:00,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,0,2,180543,https://www.tff.org/Default.aspx?hafta=24&pageID=1440
2017-18,25,2018-03-09,20:00,AYTEMİZ ALANYASPOR,MEDİPOL BAŞAKŞEHİR FK,4,1,180557,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-10,13:30,DEMİR GRUP SİVASSPOR,KASIMPAŞA A.Ş.,2,2,180555,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-10,16:00,OSMANLISPOR FUTBOL KULÜBÜ,BURSASPOR,2,1,180552,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-10,19:00,BEŞİKTAŞ A.Ş.,GENÇLERBİRLİĞİ,1,0,180558,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-11,13:30,KAYSERİSPOR,KARDEMİR KARABÜKSPOR,3,2,180554,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-11,13:30,GÖZTEPE A.Ş.,ANTALYASPOR A.Ş.,2,1,180556,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-11,16:03,EVKUR YENİ MALATYASPOR,FENERBAHÇE A.Ş.,0,2,180551,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-11,19:00,GALATASARAY A.Ş.,ATİKER KONYASPOR,2,1,180559,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,25,2018-03-12,20:00,TELESET MOBİLYA AKHİSARSPOR,TRABZONSPOR A.Ş.,1,3,180553,https://www.tff.org/Default.aspx?hafta=25&pageID=1440
2017-18,26,2018-03-16,20:00,KASIMPAŞA A.Ş.,ANTALYASPOR A.Ş.,2,3,180561,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-16,20:00,KARDEMİR KARABÜKSPOR,OSMANLISPOR FUTBOL KULÜBÜ,0,4,180567,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-17,13:30,GENÇLERBİRLİĞİ,TELESET MOBİLYA AKHİSARSPOR,1,1,180560,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-17,16:00,BURSASPOR,DEMİR GRUP SİVASSPOR,1,0,180566,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-17,19:00,FENERBAHÇE A.Ş.,GALATASARAY A.Ş.,0,0,180563,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-18,13:30,ATİKER KONYASPOR,KAYSERİSPOR,2,0,180562,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-18,13:30,AYTEMİZ ALANYASPOR,GÖZTEPE A.Ş.,1,1,180568,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-18,16:00,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,4,1,180564,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,26,2018-03-18,19:00,MEDİPOL BAŞAKŞEHİR FK,BEŞİKTAŞ A.Ş.,1,0,180565,https://www.tff.org/Default.aspx?hafta=26&pageID=1440
2017-18,27,2018-03-30,20:00,DEMİR GRUP SİVASSPOR,KARDEMİR KARABÜKSPOR,1,0,180572,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-03-31,13:30,EVKUR YENİ MALATYASPOR,GENÇLERBİRLİĞİ,4,1,180569,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-03-31,16:00,ANTALYASPOR A.Ş.,BURSASPOR,2,0,180573,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-03-31,19:00,BEŞİKTAŞ A.Ş.,AYTEMİZ ALANYASPOR,1,0,180575,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-04-01,13:30,OSMANLISPOR FUTBOL KULÜBÜ,ATİKER KONYASPOR,0,0,180570,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-04-01,13:30,GÖZTEPE A.Ş.,KASIMPAŞA A.Ş.,0,2,180574,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-04-01,16:00,TELESET MOBİLYA AKHİSARSPOR,MEDİPOL BAŞAKŞEHİR FK,1,2,180576,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-04-01,19:00,GALATASARAY A.Ş.,TRABZONSPOR A.Ş.,2,1,180577,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,27,2018-04-02,20:00,KAYSERİSPOR,FENERBAHÇE A.Ş.,0,5,180571,https://www.tff.org/Default.aspx?hafta=27&pageID=1440
2017-18,28,2018-04-06,20:00,MEDİPOL BAŞAKŞEHİR FK,EVKUR YENİ MALATYASPOR,1,0,180582,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-07,13:30,KARDEMİR KARABÜKSPOR,ANTALYASPOR A.Ş.,1,2,180578,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-07,16:00,TRABZONSPOR A.Ş.,KAYSERİSPOR,4,0,180586,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-07,19:00,BEŞİKTAŞ A.Ş.,GÖZTEPE A.Ş.,5,1,180580,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-08,13:30,ATİKER KONYASPOR,DEMİR GRUP SİVASSPOR,5,0,180579,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-08,16:00,AYTEMİZ ALANYASPOR,TELESET MOBİLYA AKHİSARSPOR,3,1,180583,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-08,16:00,BURSASPOR,KASIMPAŞA A.Ş.,0,1,180584,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-08,19:00,FENERBAHÇE A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,2,0,180585,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,28,2018-04-09,20:00,GENÇLERBİRLİĞİ,GALATASARAY A.Ş.,1,0,180581,https://www.tff.org/Default.aspx?hafta=28&pageID=1440
2017-18,29,2018-04-13,20:00,TELESET MOBİLYA AKHİSARSPOR,BEŞİKTAŞ A.Ş.,0,3,180593,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-14,13:30,KASIMPAŞA A.Ş.,KARDEMİR KARABÜKSPOR,2,0,180591,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-14,16:00,EVKUR YENİ MALATYASPOR,AYTEMİZ ALANYASPOR,1,1,180587,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-14,19:00,DEMİR GRUP SİVASSPOR,FENERBAHÇE A.Ş.,1,2,180590,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-15,13:30,KAYSERİSPOR,GENÇLERBİRLİĞİ,3,2,180588,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-15,16:00,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,0,0,180589,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-15,16:00,GÖZTEPE A.Ş.,BURSASPOR,2,1,180592,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-15,19:00,GALATASARAY A.Ş.,MEDİPOL BAŞAKŞEHİR FK,2,0,180594,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,29,2018-04-16,20:00,OSMANLISPOR FUTBOL KULÜBÜ,TRABZONSPOR A.Ş.,3,3,180595,https://www.tff.org/Default.aspx?hafta=29&pageID=1440
2017-18,30,2018-04-20,20:00,MEDİPOL BAŞAKŞEHİR FK,KAYSERİSPOR,3,1,180603,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-21,13:30,GENÇLERBİRLİĞİ,OSMANLISPOR FUTBOL KULÜBÜ,0,3,180598,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-21,13:30,KARDEMİR KARABÜKSPOR,BURSASPOR,1,4,180600,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-21,16:00,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,0,2,180597,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-21,19:00,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş.,2,3,180596,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-22,16:00,ATİKER KONYASPOR,KASIMPAŞA A.Ş.,2,0,180601,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-22,16:00,TELESET MOBİLYA AKHİSARSPOR,GÖZTEPE A.Ş.,1,1,180604,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-22,19:00,BEŞİKTAŞ A.Ş.,EVKUR YENİ MALATYASPOR,3,1,180599,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,30,2018-04-23,20:00,FENERBAHÇE A.Ş.,ANTALYASPOR A.Ş.,4,1,180602,https://www.tff.org/Default.aspx?hafta=30&pageID=1440
2017-18,31,2018-04-27,20:00,GÖZTEPE A.Ş.,KARDEMİR KARABÜKSPOR,5,0,180609,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-28,13:30,KAYSERİSPOR,AYTEMİZ ALANYASPOR,1,2,180610,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-28,13:30,DEMİR GRUP SİVASSPOR,GENÇLERBİRLİĞİ,1,0,180612,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-28,19:00,KASIMPAŞA A.Ş.,FENERBAHÇE A.Ş.,1,4,180608,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-28,19:00,ANTALYASPOR A.Ş.,TRABZONSPOR A.Ş.,1,2,180613,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-29,13:30,EVKUR YENİ MALATYASPOR,TELESET MOBİLYA AKHİSARSPOR,0,0,180605,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-29,16:00,OSMANLISPOR FUTBOL KULÜBÜ,MEDİPOL BAŞAKŞEHİR FK,1,4,180611,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-29,19:00,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,2,0,180606,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,31,2018-04-30,20:00,BURSASPOR,ATİKER KONYASPOR,2,1,180607,https://www.tff.org/Default.aspx?hafta=31&pageID=1440
2017-18,32,2018-05-04,20:00,MEDİPOL BAŞAKŞEHİR FK,DEMİR GRUP SİVASSPOR,1,1,180620,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-05,16:00,KARDEMİR KARABÜKSPOR,ATİKER KONYASPOR,0,1,180622,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-05,19:00,TRABZONSPOR A.Ş.,KASIMPAŞA A.Ş.,2,5,180615,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-05,19:00,AYTEMİZ ALANYASPOR,OSMANLISPOR FUTBOL KULÜBÜ,1,1,180616,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-06,16:00,FENERBAHÇE A.Ş.,BURSASPOR,2,1,180618,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-06,16:00,GENÇLERBİRLİĞİ,ANTALYASPOR A.Ş.,0,1,180619,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-06,19:00,TELESET MOBİLYA AKHİSARSPOR,GALATASARAY A.Ş.,1,2,180614,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-07,20:00,GÖZTEPE A.Ş.,EVKUR YENİ MALATYASPOR,0,0,180617,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,32,2018-05-07,20:00,BEŞİKTAŞ A.Ş.,KAYSERİSPOR,2,0,180621,https://www.tff.org/Default.aspx?hafta=32&pageID=1440
2017-18,33,2018-05-11,20:00,ANTALYASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,0,2,180630,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-12,16:00,KASIMPAŞA A.Ş.,GENÇLERBİRLİĞİ,3,1,180624,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-12,19:00,ATİKER KONYASPOR,GÖZTEPE A.Ş.,1,1,180625,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-12,19:00,GALATASARAY A.Ş.,EVKUR YENİ MALATYASPOR,2,0,180627,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-13,16:00,BURSASPOR,TRABZONSPOR A.Ş.,1,3,180631,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-13,19:00,OSMANLISPOR FUTBOL KULÜBÜ,BEŞİKTAŞ A.Ş.,2,3,180623,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-13,19:00,DEMİR GRUP SİVASSPOR,AYTEMİZ ALANYASPOR,2,2,180629,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-14,20:00,KARDEMİR KARABÜKSPOR,FENERBAHÇE A.Ş.,0,7,180626,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,33,2018-05-14,20:00,KAYSERİSPOR,TELESET MOBİLYA AKHİSARSPOR,1,2,180628,https://www.tff.org/Default.aspx?hafta=33&pageID=1440
2017-18,34,2018-05-18,18:00,AYTEMİZ ALANYASPOR,ANTALYASPOR A.Ş.,3,2,180633,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-18,18:00,EVKUR YENİ MALATYASPOR,KAYSERİSPOR,3,2,180634,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-18,18:00,TRABZONSPOR A.Ş.,KARDEMİR KARABÜKSPOR,3,0,180635,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-18,18:00,GENÇLERBİRLİĞİ,BURSASPOR,1,0,180636,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-18,18:00,TELESET MOBİLYA AKHİSARSPOR,OSMANLISPOR FUTBOL KULÜBÜ,2,1,180639,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-19,19:00,GÖZTEPE A.Ş.,GALATASARAY A.Ş.,0,1,180632,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-19,19:00,MEDİPOL BAŞAKŞEHİR FK,KASIMPAŞA A.Ş.,3,2,180637,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-19,19:00,BEŞİKTAŞ A.Ş.,DEMİR GRUP SİVASSPOR,5,1,180638,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2017-18,34,2018-05-19,19:00,FENERBAHÇE A.Ş.,ATİKER KONYASPOR,3,2,180640,https://www.tff.org/Default.aspx?hafta=34&pageID=1440
2018-19,1,2018-08-10,21:57,MKE ANKARAGÜCÜ,GALATASARAY A.Ş.,1,3,194514,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-11,19:30,DEMİR GRUP SİVASSPOR,AYTEMİZ ALANYASPOR,1,0,194517,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-11,19:38,ÇAYKUR RİZESPOR A.Ş.,KASIMPAŞA A.Ş.,2,3,194516,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-11,21:45,FENERBAHÇE A.Ş.,BURSASPOR,2,1,194521,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-12,19:30,MEDİPOL BAŞAKŞEHİR FK,TRABZONSPOR A.Ş.,2,0,194515,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-12,19:30,ATİKER KONYASPOR,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,3,2,194519,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-12,21:45,BEŞİKTAŞ A.Ş.,AKHİSARSPOR,2,1,194518,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-12,21:45,GÖZTEPE A.Ş.,YENİ MALATYASPOR,1,3,194522,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,1,2018-08-13,21:45,KAYSERİSPOR,ANTALYASPOR A.Ş.,2,0,194520,https://www.tff.org/Default.aspx?hafta=1&pageID=1467
2018-19,2,2018-08-17,21:45,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,3,1,194523,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-18,19:15,BURSASPOR,KAYSERİSPOR,0,0,194524,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-18,21:45,ANTALYASPOR A.Ş.,ATİKER KONYASPOR,3,3,194525,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-18,21:45,EVKUR YENİ MALATYASPOR,FENERBAHÇE A.Ş.,1,0,194531,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-19,19:15,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,BEŞİKTAŞ A.Ş.,1,3,194526,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-19,19:15,AKHİSARSPOR,ÇAYKUR RİZESPOR A.Ş.,1,1,194530,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-19,21:45,AYTEMİZ ALANYASPOR,MKE ANKARAGÜCÜ,0,2,194528,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-19,21:45,GALATASARAY A.Ş.,GÖZTEPE A.Ş.,1,0,194529,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,2,2018-08-20,21:45,KASIMPAŞA A.Ş.,MEDİPOL BAŞAKŞEHİR FK,2,1,194527,https://www.tff.org/Default.aspx?hafta=2&pageID=1467
2018-19,3,2018-08-24,19:15,ÇAYKUR RİZESPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,0,194537,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-25,19:15,MKE ANKARAGÜCÜ,TRABZONSPOR A.Ş.,2,2,194535,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-25,21:45,GÖZTEPE A.Ş.,FENERBAHÇE A.Ş.,1,0,194532,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-25,21:45,KAYSERİSPOR,EVKUR YENİ MALATYASPOR,0,0,194538,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-26,19:15,DEMİR GRUP SİVASSPOR,KASIMPAŞA A.Ş.,0,3,194533,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-26,21:45,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,2,3,194534,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-26,21:45,ATİKER KONYASPOR,BURSASPOR,1,1,194540,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-27,19:15,MEDİPOL BAŞAKŞEHİR FK,AKHİSARSPOR,3,1,194536,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,3,2018-08-27,21:45,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,6,0,194539,https://www.tff.org/Default.aspx?hafta=3&pageID=1467
2018-19,4,2018-08-31,21:45,EVKUR YENİ MALATYASPOR,ATİKER KONYASPOR,0,1,194549,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-01,19:15,FENERBAHÇE A.Ş.,KAYSERİSPOR,2,3,194543,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-01,19:15,AKHİSARSPOR,DEMİR GRUP SİVASSPOR,1,1,194545,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-01,21:45,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,4,0,194546,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-01,21:45,AYTEMİZ ALANYASPOR,GÖZTEPE A.Ş.,1,0,194547,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-02,19:15,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,MEDİPOL BAŞAKŞEHİR FK,0,1,194541,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-02,19:15,KASIMPAŞA A.Ş.,MKE ANKARAGÜCÜ,2,1,194542,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-02,21:45,ANTALYASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,2,1,194544,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,4,2018-09-02,21:45,BURSASPOR,BEŞİKTAŞ A.Ş.,1,1,194548,https://www.tff.org/Default.aspx?hafta=4&pageID=1467
2018-19,5,2018-09-14,21:00,GALATASARAY A.Ş.,KASIMPAŞA A.Ş.,4,1,194552,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-15,17:00,MKE ANKARAGÜCÜ,AKHİSARSPOR,1,0,194550,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-15,20:00,GÖZTEPE A.Ş.,KAYSERİSPOR,2,0,194553,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-15,20:00,BEŞİKTAŞ A.Ş.,EVKUR YENİ MALATYASPOR,2,1,194557,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-16,17:00,DEMİR GRUP SİVASSPOR,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,2,194554,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-16,17:00,MEDİPOL BAŞAKŞEHİR FK,ANTALYASPOR A.Ş.,4,0,194555,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-16,20:00,ÇAYKUR RİZESPOR A.Ş.,BURSASPOR,1,1,194556,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-16,20:00,ATİKER KONYASPOR,FENERBAHÇE A.Ş.,0,1,194558,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,5,2018-09-17,20:00,AYTEMİZ ALANYASPOR,TRABZONSPOR A.Ş.,1,0,194551,https://www.tff.org/Default.aspx?hafta=5&pageID=1467
2018-19,6,2018-09-21,20:00,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,MKE ANKARAGÜCÜ,0,1,194563,https://www.tff.org/Default.aspx?hafta=6&pageID=1467
2018-19,6,2018-09-21,20:00,BURSASPOR,MEDİPOL BAŞAKŞEHİR FK,0,0,194567,https://www.tff.org/Default.aspx?hafta=6&pageID=1467
2018-19,6,2018-09-22,13:30,EVKUR YENİ MALATYASPOR,ÇAYKUR RİZESPOR A.Ş.,1,0,194561,https://www.tff.org/Default.aspx?hafta=6&pageID=1467
2018-19,6,2018-09-22,16:00,KAYSERİSPOR,ATİKER KONYASPOR,0,2,194565,https://www.tff.org/Default.aspx?hafta=6&pageID=1467
