target_season,tuning_seasons,tuning_matches,selected_decay_per_day,selected_tuning_log_loss,no_decay_tuning_log_loss,selected_at_grid_maximum
2021-22,2019-20;2020-21,726,0.001500000000,1.042066008815,1.043480218345,False
2022-23,2019-20;2020-21;2021-22,1106,0.003000000000,1.034542340548,1.042303436191,False
2023-24,2019-20;2020-21;2021-22;2022-23,1419,0.003000000000,1.026892986875,1.031054573391,False
2024-25,2019-20;2020-21;2021-22;2022-23;2023-24,1798,0.003000000000,1.019388674345,1.024349892995,False
