season,column,row_count,non_null_count,missing_count,missing_rate,empty_string_count
2025-26,AvgCH,306,306,0,0.000000,0
2025-26,AvgCD,306,306,0,0.000000,0
2025-26,AvgCA,306,306,0,0.000000,0
2025-26,BFECH,306,287,19,0.062092,0
2025-26,BFECD,306,287,19,0.062092,0
2025-26,BFECA,306,287,19,0.062092,0
2025-26,B365C>2.5,306,306,0,0.000000,0
2025-26,B365C<2.5,306,306,0,0.000000,0
2025-26,PC>2.5,306,135,171,0.558824,0
2025-26,PC<2.5,306,135,171,0.558824,0
2025-26,MaxC>2.5,306,306,0,0.000000,0
2025-26,MaxC<2.5,306,306,0,0.000000,0
2025-26,AvgC>2.5,306,306,0,0.000000,0
2025-26,AvgC<2.5,306,306,0,0.000000,0
2025-26,BFEC>2.5,306,287,19,0.062092,0
2025-26,BFEC<2.5,306,287,19,0.062092,0
2025-26,AHCh,306,305,1,0.003268,0
2025-26,B365CAHH,306,306,0,0.000000,0
2025-26,B365CAHA,306,306,0,0.000000,0
2025-26,PCAHH,306,135,171,0.558824,0
2025-26,PCAHA,306,135,171,0.558824,0
2025-26,MaxCAHH,306,306,0,0.000000,0
2025-26,MaxCAHA,306,306,0,0.000000,0
2025-26,AvgCAHH,306,306,0,0.000000,0
2025-26,AvgCAHA,306,306,0,0.000000,0
2025-26,BFECAHH,306,287,19,0.062092,0
2025-26,BFECAHA,306,287,19,0.062092,0
