model,season,decay_per_day,prior_k,penalty,matches,log_loss,brier_score
ml_offset_logit,2024-25,0.003000000000,64,3.000000000000,341,0.961933264475,0.570715162141
ml_offset_logit,2024-25,0.003000000000,64,10.000000000000,341,0.961696954797,0.570559632434
ml_offset_logit,2024-25,0.003000000000,64,30.000000000000,341,0.961053170893,0.570137675118
ml_offset_logit,2024-25,0.003000000000,64,100.000000000000,341,0.959345465164,0.569000354165
ml_offset_logit,2024-25,0.003000000000,64,300.000000000000,341,0.956961102819,0.567354004975
ml_offset_logit,2024-25,0.003000000000,64,inf,341,0.955024645412,0.565610986431
ml_offset_recalibration,2020-21,0.001500000000,64,1.000000000000,420,1.035609899411,0.621969903507
ml_offset_recalibration,2020-21,0.001500000000,64,3.000000000000,420,1.035266370512,0.621731984746
ml_offset_recalibration,2020-21,0.001500000000,64,10.000000000000,420,1.034495876442,0.621196523541
ml_offset_recalibration,2020-21,0.001500000000,64,30.000000000000,420,1.033449635115,0.620475952270
ml_offset_recalibration,2020-21,0.001500000000,64,100.000000000000,420,1.032236624356,0.619653528410
ml_offset_recalibration,2020-21,0.001500000000,64,300.000000000000,420,1.031387108221,0.619077704492
ml_offset_recalibration,2020-21,0.001500000000,64,inf,420,1.030586198451,0.618508978875
ml_offset_recalibration,2020-21,0.003000000000,64,1.000000000000,420,1.037726610879,0.623143226964
ml_offset_recalibration,2020-21,0.003000000000,64,3.000000000000,420,1.037371868637,0.622893726038
ml_offset_recalibration,2020-21,0.003000000000,64,10.000000000000,420,1.036540028323,0.622306005027
ml_offset_recalibration,2020-21,0.003000000000,64,30.000000000000,420,1.035367900342,0.621484083750
ml_offset_recalibration,2020-21,0.003000000000,64,100.000000000000,420,1.033972976617,0.620513149329
ml_offset_recalibration,2020-21,0.003000000000,64,300.000000000000,420,1.032974412099,0.619796867113
ml_offset_recalibration,2020-21,0.003000000000,64,inf,420,1.032080077337,0.619072892574
ml_offset_recalibration,2021-22,0.001500000000,64,1.000000000000,380,1.023584472858,0.614354364970
ml_offset_recalibration,2021-22,0.001500000000,64,3.000000000000,380,1.023446758727,0.614271353128
ml_offset_recalibration,2021-22,0.001500000000,64,10.000000000000,380,1.023110486724,0.614061790368
ml_offset_recalibration,2021-22,0.001500000000,64,30.000000000000,380,1.022566883123,0.613705533372
ml_offset_recalibration,2021-22,0.001500000000,64,100.000000000000,380,1.021687629764,0.613106130634
ml_offset_recalibration,2021-22,0.001500000000,64,300.000000000000,380,1.020762150719,0.612472225054
ml_offset_recalibration,2021-22,0.001500000000,64,inf,380,1.019334462870,0.611531865777
ml_offset_recalibration,2021-22,0.003000000000,64,1.000000000000,380,1.015823385774,0.609603374143
ml_offset_recalibration,2021-22,0.003000000000,64,3.000000000000,380,1.015675000088,0.609505984936
ml_offset_recalibration,2021-22,0.003000000000,64,10.000000000000,380,1.015309601305,0.609260087431
ml_offset_recalibration,2021-22,0.003000000000,64,30.000000000000,380,1.014728169780,0.608853649845
ml_offset_recalibration,2021-22,0.003000000000,64,100.000000000000,380,1.013820427279,0.608204858157
ml_offset_recalibration,2021-22,0.003000000000,64,300.000000000000,380,1.012857290525,0.607532168958
ml_offset_recalibration,2021-22,0.003000000000,64,inf,380,1.011234359756,0.606482931691
ml_offset_recalibration,2022-23,0.003000000000,64,1.000000000000,313,0.995434007861,0.593109029124
ml_offset_recalibration,2022-23,0.003000000000,64,3.000000000000,313,0.995368289019,0.593061507208
ml_offset_recalibration,2022-23,0.003000000000,64,10.000000000000,313,0.995200072319,0.592939872335
ml_offset_recalibration,2022-23,0.003000000000,64,30.000000000000,313,0.994940943014,0.592754276370
ml_offset_recalibration,2022-23,0.003000000000,64,100.000000000000,313,0.994597406197,0.592518666114
ml_offset_recalibration,2022-23,0.003000000000,64,300.000000000000,313,0.994306317542,0.592330578703
ml_offset_recalibration,2022-23,0.003000000000,64,inf,313,0.993988126816,0.592128380173
ml_offset_recalibration,2023-24,0.003000000000,64,1.000000000000,379,0.976214888000,0.579411534486
ml_offset_recalibration,2023-24,0.003000000000,64,3.000000000000,379,0.976190265773,0.579410526531
ml_offset_recalibration,2023-24,0.003000000000,64,10.000000000000,379,0.976115916923,0.579403443300
ml_offset_recalibration,2023-24,0.003000000000,64,30.000000000000,379,0.975961973402,0.579374669910
ml_offset_recalibration,2023-24,0.003000000000,64,100.000000000000,379,0.975701409066,0.579312503078
ml_offset_recalibration,2023-24,0.003000000000,64,300.000000000000,379,0.975552479251,0.579314366038
ml_offset_recalibration,2023-24,0.003000000000,64,inf,379,0.976381330737,0.579965294150
ml_offset_recalibration,2024-25,0.003000000000,64,1.000000000000,341,0.952019945885,0.563378890556
ml_offset_recalibration,2024-25,0.003000000000,64,3.000000000000,341,0.952056235746,0.563406491263
ml_offset_recalibration,2024-25,0.003000000000,64,10.000000000000,341,0.952164574875,0.563489618112
ml_offset_recalibration,2024-25,0.003000000000,64,30.000000000000,341,0.952368415243,0.563650572418
ml_offset_recalibration,2024-25,0.003000000000,64,100.000000000000,341,0.952673300325,0.563907007893
ml_offset_recalibration,2024-25,0.003000000000,64,300.000000000000,341,0.953016594760,0.564198774246
ml_offset_recalibration,2024-25,0.003000000000,64,inf,341,0.955024645412,0.565610986431
ml_plain_logit,2020-21,0.001500000000,64,1.000000000000,420,1.052439828555,0.631314368846
ml_plain_logit,2020-21,0.001500000000,64,3.000000000000,420,1.051532006016,0.630794649228
ml_plain_logit,2020-21,0.001500000000,64,10.000000000000,420,1.049277186584,0.629549145959
ml_plain_logit,2020-21,0.001500000000,64,30.000000000000,420,1.045902676116,0.627701009767
ml_plain_logit,2020-21,0.001500000000,64,100.000000000000,420,1.043263659929,0.626435268740
ml_plain_logit,2020-21,0.001500000000,64,300.000000000000,420,1.047206986177,0.629652555972
ml_plain_logit,2020-21,0.001500000000,64,inf,420,1.087210773448,0.658792403252
ml_plain_logit,2020-21,0.003000000000,64,1.000000000000,420,1.055863074647,0.633458929053
ml_plain_logit,2020-21,0.003000000000,64,3.000000000000,420,1.054967563699,0.632947949265
ml_plain_logit,2020-21,0.003000000000,64,10.000000000000,420,1.052712564665,0.631701560372
ml_plain_logit,2020-21,0.003000000000,64,30.000000000000,420,1.049277357585,0.629824719600
ml_plain_logit,2020-21,0.003000000000,64,100.000000000000,420,1.046319268509,0.628390892945
ml_plain_logit,2020-21,0.003000000000,64,300.000000000000,420,1.049485609103,0.631143681402
ml_plain_logit,2020-21,0.003000000000,64,inf,420,1.087210773448,0.658792403252
ml_plain_logit,2021-22,0.001500000000,64,1.000000000000,380,0.994516899344,0.594227294906
ml_plain_logit,2021-22,0.001500000000,64,3.000000000000,380,0.994106492009,0.594012181773
ml_plain_logit,2021-22,0.001500000000,64,10.000000000000,380,0.993376388564,0.593615145405
ml_plain_logit,2021-22,0.001500000000,64,30.000000000000,380,0.992917058374,0.593339872496
ml_plain_logit,2021-22,0.001500000000,64,100.000000000000,380,0.994219193073,0.594085721424
ml_plain_logit,2021-22,0.001500000000,64,300.000000000000,380,1.000580307717,0.598097354897
ml_plain_logit,2021-22,0.001500000000,64,inf,380,1.060386628091,0.640190262796
ml_plain_logit,2021-22,0.003000000000,64,1.000000000000,380,0.991822643931,0.592730657650
ml_plain_logit,2021-22,0.003000000000,64,3.000000000000,380,0.991425626202,0.592497659698
ml_plain_logit,2021-22,0.003000000000,64,10.000000000000,380,0.990726241180,0.592072542787
ml_plain_logit,2021-22,0.003000000000,64,30.000000000000,380,0.990361391125,0.591810995690
ml_plain_logit,2021-22,0.003000000000,64,100.000000000000,380,0.991908739440,0.592669455693
ml_plain_logit,2021-22,0.003000000000,64,300.000000000000,380,0.998584840555,0.596843133251
ml_plain_logit,2021-22,0.003000000000,64,inf,380,1.060386628091,0.640190262796
ml_plain_logit,2022-23,0.003000000000,64,1.000000000000,313,0.996422705887,0.592698657108
ml_plain_logit,2022-23,0.003000000000,64,3.000000000000,313,0.996429810311,0.592744151929
ml_plain_logit,2022-23,0.003000000000,64,10.000000000000,313,0.996571470194,0.592941383082
ml_plain_logit,2022-23,0.003000000000,64,30.000000000000,313,0.997087168465,0.593464848457
ml_plain_logit,2022-23,0.003000000000,64,100.000000000000,313,0.998502762312,0.594769343463
ml_plain_logit,2022-23,0.003000000000,64,300.000000000000,313,1.002317346738,0.597822482537
ml_plain_logit,2022-23,0.003000000000,64,inf,313,1.065551870123,0.644208039764
ml_plain_logit,2023-24,0.003000000000,64,1.000000000000,379,0.982836830972,0.584306752021
ml_plain_logit,2023-24,0.003000000000,64,3.000000000000,379,0.982605687678,0.584177530337
ml_plain_logit,2023-24,0.003000000000,64,10.000000000000,379,0.982042310591,0.583871286085
ml_plain_logit,2023-24,0.003000000000,64,30.000000000000,379,0.981319459331,0.583519465738
ml_plain_logit,2023-24,0.003000000000,64,100.000000000000,379,0.981229175676,0.583649872838
ml_plain_logit,2023-24,0.003000000000,64,300.000000000000,379,0.984405602178,0.585790163433
ml_plain_logit,2023-24,0.003000000000,64,inf,379,1.067376059830,0.644767033979
ml_plain_logit,2024-25,0.003000000000,64,1.000000000000,341,0.961941489568,0.570726428508
ml_plain_logit,2024-25,0.003000000000,64,3.000000000000,341,0.961776257447,0.570626435199
ml_plain_logit,2024-25,0.003000000000,64,10.000000000000,341,0.961349188955,0.570365283459
ml_plain_logit,2024-25,0.003000000000,64,30.000000000000,341,0.960731880617,0.569976168876
ml_plain_logit,2024-25,0.003000000000,64,100.000000000000,341,0.960426476063,0.569736242224
ml_plain_logit,2024-25,0.003000000000,64,300.000000000000,341,0.962548827175,0.570938477495
ml_plain_logit,2024-25,0.003000000000,64,inf,341,1.051346399905,0.633796646143
