season,raw_path,source_url,expected_sha256,actual_sha256,bytes,checksum_ok
2017-18,data/raw/football_data/2017-18.csv,https://www.football-data.co.uk/mmz4281/1718/T1.csv,46bd389c3d1f7359e5cf614c409f5aa716cb095ce708f7631f6720cbae1d27a8,46bd389c3d1f7359e5cf614c409f5aa716cb095ce708f7631f6720cbae1d27a8,79062,True
2018-19,data/raw/football_data/2018-19.csv,https://www.football-data.co.uk/mmz4281/1819/T1.csv,515ad5a5602dcc63ddb9062d49d30e1af6974f566676d360741f38e79f912ec2,515ad5a5602dcc63ddb9062d49d30e1af6974f566676d360741f38e79f912ec2,76515,True
2019-20,data/raw/football_data/2019-20.csv,https://www.football-data.co.uk/mmz4281/1920/T1.csv,2ae46dbc0c80a9a10c2ea6737c7bcbcf5849c394ba3912615c39466e5db7bf7a,2ae46dbc0c80a9a10c2ea6737c7bcbcf5849c394ba3912615c39466e5db7bf7a,139935,True
2020-21,data/raw/football_data/2020-21.csv,https://www.football-data.co.uk/mmz4281/2021/T1.csv,f50a1ca815964b11f818a3ca35035f57969e5b3b04e267ad508e8b9282920cfd,f50a1ca815964b11f818a3ca35035f57969e5b3b04e267ad508e8b9282920cfd,191916,True
2021-22,data/raw/football_data/2021-22.csv,https://www.football-data.co.uk/mmz4281/2122/T1.csv,d945315d283f2c3b48e8ff67d9ac460ccc2c817ad719e0448000db995b5ab9ce,d945315d283f2c3b48e8ff67d9ac460ccc2c817ad719e0448000db995b5ab9ce,173920,True
2022-23,data/raw/football_data/2022-23.csv,https://www.football-data.co.uk/mmz4281/2223/T1.csv,129aacfe9576679cd287a63c401823b7df4ecd8bddb7eeb1ed0fcd22c867e0e3,129aacfe9576679cd287a63c401823b7df4ecd8bddb7eeb1ed0fcd22c867e0e3,147535,True
2023-24,data/raw/football_data/2023-24.csv,https://www.football-data.co.uk/mmz4281/2324/T1.csv,17097f7d31bad40f830dc6f0f85090e9f76876e6812ec14997bc80423a05924b,17097f7d31bad40f830dc6f0f85090e9f76876e6812ec14997bc80423a05924b,169459,True
2024-25,data/raw/football_data/2024-25.csv,https://www.football-data.co.uk/mmz4281/2425/T1.csv,fd91680cc815f356c94fdd733078431ca771707305994ec49c5f1270cf9c9f5c,fd91680cc815f356c94fdd733078431ca771707305994ec49c5f1270cf9c9f5c,173297,True
2025-26,data/raw/football_data/2025-26.csv,https://www.football-data.co.uk/mmz4281/2526/T1.csv,d35e97d42b53ca870b13683da3998aa2758eeb43280fbe71d5d935bae47cdd23,d35e97d42b53ca870b13683da3998aa2758eeb43280fbe71d5d935bae47cdd23,158392,True
