model,season,decay_per_day,prior_k,matches,log_loss,brier_score,promoted_matches,promoted_log_loss
dixon_coles_promoted_point,2022-23,0.003000000000,32,313,0.993657650119,0.591805348581,97,0.975393910068
dixon_coles_promoted_point,2022-23,0.003000000000,64,313,0.993837295455,0.591997522443,97,0.975973590377
dixon_coles_promoted_point,2023-24,0.001500000000,0,379,0.993162136056,0.587023105799,108,1.023317840238
dixon_coles_promoted_point,2023-24,0.001500000000,4,379,0.982227411140,0.583541198370,108,0.984945055581
dixon_coles_promoted_point,2023-24,0.001500000000,8,379,0.981014224641,0.582738069614,108,0.980687669624
dixon_coles_promoted_point,2023-24,0.001500000000,16,379,0.980134815100,0.582139263212,108,0.977601593550
dixon_coles_promoted_point,2023-24,0.001500000000,32,379,0.979641950543,0.581786634655,108,0.975872004042
dixon_coles_promoted_point,2023-24,0.001500000000,64,379,0.979498455971,0.581663890189,108,0.975368444386
dixon_coles_promoted_point,2023-24,0.003000000000,0,379,0.991292053027,0.585317409737,108,1.033704082110
dixon_coles_promoted_point,2023-24,0.003000000000,4,379,0.979309940797,0.582066469994,108,0.991655743821
dixon_coles_promoted_point,2023-24,0.003000000000,8,379,0.978033623834,0.581227236135,108,0.987176816699
dixon_coles_promoted_point,2023-24,0.003000000000,16,379,0.977068012755,0.580556425671,108,0.983788237079
dixon_coles_promoted_point,2023-24,0.003000000000,32,379,0.976458700091,0.580104181701,108,0.981650000973
dixon_coles_promoted_point,2023-24,0.003000000000,64,379,0.976189380485,0.579875081931,108,0.980704888653
dixon_coles_promoted_point,2024-25,0.001500000000,0,341,0.973710092843,0.578006016630,102,1.023124691698
dixon_coles_promoted_point,2024-25,0.001500000000,4,341,0.970259312342,0.575854591053,102,1.011588258848
dixon_coles_promoted_point,2024-25,0.001500000000,8,341,0.969363168711,0.575411932408,102,1.008592327688
dixon_coles_promoted_point,2024-25,0.001500000000,16,341,0.968608292700,0.575078590407,102,1.006068673572
dixon_coles_promoted_point,2024-25,0.001500000000,32,341,0.968125129259,0.574880059593,102,1.004453391872
dixon_coles_promoted_point,2024-25,0.001500000000,64,341,0.967942182915,0.574819535071,102,1.003841777134
dixon_coles_promoted_point,2024-25,0.003000000000,0,341,0.961349292201,0.569389479882,102,1.016806134648
dixon_coles_promoted_point,2024-25,0.003000000000,4,341,0.957648752190,0.567001140307,102,1.004434721473
dixon_coles_promoted_point,2024-25,0.003000000000,8,341,0.956627942065,0.566455802162,102,1.001022013113
dixon_coles_promoted_point,2024-25,0.003000000000,16,341,0.955731366984,0.566004597273,102,0.998024639561
dixon_coles_promoted_point,2024-25,0.003000000000,32,341,0.955158353469,0.565725972921,102,0.996108976731
dixon_coles_promoted_point,2024-25,0.003000000000,64,341,0.954964890222,0.565646928458,102,0.995462202541
poisson_decay_promoted_prior,2019-20,0.001500000000,0,306,1.048693754247,0.629825829724,96,1.103178670875
poisson_decay_promoted_prior,2019-20,0.001500000000,4,306,1.041103825160,0.625139446734,96,1.078985771912
poisson_decay_promoted_prior,2019-20,0.001500000000,8,306,1.039116362499,0.623847909099,96,1.072650734678
poisson_decay_promoted_prior,2019-20,0.001500000000,16,306,1.037671990692,0.622896092257,96,1.068046799544
poisson_decay_promoted_prior,2019-20,0.001500000000,32,306,1.036901355333,0.622385372260,96,1.065590399339
poisson_decay_promoted_prior,2019-20,0.001500000000,64,306,1.036663101431,0.622229549061,96,1.064830965024
poisson_decay_promoted_prior,2019-20,0.003000000000,0,306,1.048778635799,0.629135373812,96,1.108798223252
poisson_decay_promoted_prior,2019-20,0.003000000000,4,306,1.041042335346,0.624360613924,96,1.084138765556
poisson_decay_promoted_prior,2019-20,0.003000000000,8,306,1.039066499141,0.623071680652,96,1.077840787653
poisson_decay_promoted_prior,2019-20,0.003000000000,16,306,1.037655703690,0.622141276946,96,1.073343877153
poisson_decay_promoted_prior,2019-20,0.003000000000,32,306,1.036939036212,0.621665262465,96,1.071059499569
poisson_decay_promoted_prior,2019-20,0.003000000000,64,306,1.036767399680,0.621551008651,96,1.070512408122
poisson_decay_promoted_prior,2020-21,0.001500000000,0,420,1.040933593304,0.625817878097,114,1.093331493664
poisson_decay_promoted_prior,2020-21,0.001500000000,4,420,1.036258122500,0.622213756417,114,1.076106074909
poisson_decay_promoted_prior,2020-21,0.001500000000,8,420,1.035002314659,0.621267403208,114,1.071479414443
poisson_decay_promoted_prior,2020-21,0.001500000000,16,420,1.034019434270,0.620551361977,114,1.067858276170
poisson_decay_promoted_prior,2020-21,0.001500000000,32,420,1.033488147228,0.620198130059,114,1.065900902855
poisson_decay_promoted_prior,2020-21,0.001500000000,64,420,1.033386504812,0.620168893095,114,1.065526430796
poisson_decay_promoted_prior,2020-21,0.003000000000,0,420,1.042152832271,0.626360667805,114,1.091981979189
poisson_decay_promoted_prior,2020-21,0.003000000000,4,420,1.037437823621,0.622691758319,114,1.074610894689
poisson_decay_promoted_prior,2020-21,0.003000000000,8,420,1.036112520761,0.621712488477,114,1.069728199943
poisson_decay_promoted_prior,2020-21,0.003000000000,16,420,1.035051910056,0.620959423166,114,1.065820686817
poisson_decay_promoted_prior,2020-21,0.003000000000,32,420,1.034452840676,0.620569795321,114,1.063613589104
poisson_decay_promoted_prior,2020-21,0.003000000000,64,420,1.034305940792,0.620514253648,114,1.063072379002
poisson_decay_promoted_prior,2021-22,0.001500000000,0,380,1.024695629518,0.614825380897,108,1.064155455885
poisson_decay_promoted_prior,2021-22,0.001500000000,4,380,1.021737911667,0.613201612223,108,1.053748670852
poisson_decay_promoted_prior,2021-22,0.001500000000,8,380,1.020663037471,0.612429354134,108,1.049966706090
poisson_decay_promoted_prior,2021-22,0.001500000000,16,380,1.019633076091,0.611677644195,108,1.046342767899
poisson_decay_promoted_prior,2021-22,0.001500000000,32,380,1.018844912669,0.611084993295,108,1.043569600303
poisson_decay_promoted_prior,2021-22,0.001500000000,64,380,1.018388830480,0.610722183817,108,1.041964866676
poisson_decay_promoted_prior,2021-22,0.003000000000,0,380,1.016520682602,0.609734409908,108,1.055555518730
poisson_decay_promoted_prior,2021-22,0.003000000000,4,380,1.013570331747,0.608013054789,108,1.045174654614
poisson_decay_promoted_prior,2021-22,0.003000000000,8,380,1.012508850388,0.607231594058,108,1.041439812794
poisson_decay_promoted_prior,2021-22,0.003000000000,16,380,1.011486729419,0.606469663676,108,1.037843461235
poisson_decay_promoted_prior,2021-22,0.003000000000,32,380,1.010708117318,0.605871900948,108,1.035103900141
poisson_decay_promoted_prior,2021-22,0.003000000000,64,380,1.010268459477,0.605513189590,108,1.033556955884
poisson_decay_promoted_prior,2022-23,0.001500000000,0,313,0.996297167682,0.591358942043,97,0.995449810192
poisson_decay_promoted_prior,2022-23,0.001500000000,4,313,0.992152751523,0.590303238596,97,0.982076591041
poisson_decay_promoted_prior,2022-23,0.001500000000,8,313,0.991555369526,0.590092285120,97,0.980148956351
poisson_decay_promoted_prior,2022-23,0.001500000000,16,313,0.991453135978,0.590121240776,97,0.979819068716
poisson_decay_promoted_prior,2022-23,0.001500000000,32,313,0.991830718238,0.590449995072,97,0.981037452711
poisson_decay_promoted_prior,2022-23,0.001500000000,64,313,0.992455913707,0.590939030272,97,0.983054836027
poisson_decay_promoted_prior,2022-23,0.003000000000,0,313,0.998841005368,0.593344548150,97,0.993034664970
poisson_decay_promoted_prior,2022-23,0.003000000000,4,313,0.994055171840,0.591674985144,97,0.977591717605
poisson_decay_promoted_prior,2022-23,0.003000000000,8,313,0.993218947708,0.591291441399,97,0.974893386131
poisson_decay_promoted_prior,2022-23,0.003000000000,16,313,0.992785415930,0.591086656866,97,0.973494464001
poisson_decay_promoted_prior,2022-23,0.003000000000,32,313,0.992757127623,0.591127131740,97,0.973403183174
poisson_decay_promoted_prior,2022-23,0.003000000000,64,313,0.992978624904,0.591326566871,97,0.974117911515
poisson_decay_promoted_prior,2023-24,0.001500000000,0,379,0.995622070392,0.588100301047,108,1.023574822568
poisson_decay_promoted_prior,2023-24,0.001500000000,4,379,0.984838571984,0.584655790328,108,0.985732730934
poisson_decay_promoted_prior,2023-24,0.001500000000,8,379,0.983672065128,0.583849240480,108,0.981639155947
poisson_decay_promoted_prior,2023-24,0.001500000000,16,379,0.982848193884,0.583250223997,108,0.978747978155
poisson_decay_promoted_prior,2023-24,0.001500000000,32,379,0.982419101142,0.582909857196,108,0.977242180478
poisson_decay_promoted_prior,2023-24,0.001500000000,64,379,0.982336358024,0.582809187639,108,0.976951813426
poisson_decay_promoted_prior,2023-24,0.003000000000,0,379,0.993416763045,0.586143149428,108,1.032634468254
poisson_decay_promoted_prior,2023-24,0.003000000000,4,379,0.981586882870,0.582938844497,108,0.991120351713
poisson_decay_promoted_prior,2023-24,0.003000000000,8,379,0.980366004200,0.582102172564,108,0.986835971934
poisson_decay_promoted_prior,2023-24,0.003000000000,16,379,0.979467524244,0.581440606297,108,0.983682972831
poisson_decay_promoted_prior,2023-24,0.003000000000,32,379,0.978934472313,0.581012329725,108,0.981812355407
poisson_decay_promoted_prior,2023-24,0.003000000000,64,379,0.978736680889,0.580816615369,108,0.981118254022
poisson_decay_promoted_prior,2024-25,0.001500000000,0,341,0.972797577707,0.577186286350,102,1.021692438483
poisson_decay_promoted_prior,2024-25,0.001500000000,4,341,0.969757730455,0.575066236713,102,1.011529811886
